X,Voice,Number,Subject,Reflexive,TempLoc,Aspect,SpatAdv,Epoch,RelClause,Aux
234,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
235,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
236,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
237,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
238,Active,Pl,NoSubj,Nonreflexive,FALSE,Impf,SpatAdv,late,NoRelCl,NoAux
239,Active,Pl,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
240,Active,Sg,NoSubj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
241,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
242,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
243,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
244,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
245,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
246,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
247,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
248,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
249,Active,Sg,Subj,Nonreflexive,FALSE,Pf,SpatAdv,late,RelCl,Aux
250,Passive,Pl,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
251,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
252,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
253,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
254,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
255,Active,Pl,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
256,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
257,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
258,Active,Sg,NoSubj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
259,Active,Pl,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
260,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
261,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
262,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
263,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
264,Active,Pl,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
265,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
266,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
267,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
268,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
269,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
270,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
271,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
272,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
273,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
274,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
275,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
276,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
277,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
278,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
279,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
280,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
281,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
282,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
283,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
284,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
285,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
286,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
287,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
288,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
289,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
290,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
291,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
292,Active,Sg,Subj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
293,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
294,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
295,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
296,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
297,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
298,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
299,Active,Sg,NoSubj,Reflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
300,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
301,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
302,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
303,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
304,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
305,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
306,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
307,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
308,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
309,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,RelCl,Aux
310,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
311,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
312,Active,Sg,NoSubj,Reflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
313,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
314,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
315,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,Aux
316,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
317,Active,Sg,NoSubj,Reflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
318,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
319,Active,Sg,Subj,Reflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
320,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
321,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
322,Active,Pl,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
323,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
324,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
325,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,SpatAdv,late,NoRelCl,NoAux
326,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
327,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
328,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
329,Passive,Sg,NoSubj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
330,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
331,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
332,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
333,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
334,Active,Sg,Subj,Reflexive,FALSE,Pf,SpatAdv,late,RelCl,Aux
335,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
336,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
337,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
338,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
339,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
340,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
341,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
342,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
343,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
344,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
345,Active,Sg,NoSubj,Reflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
346,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
347,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
348,Active,Sg,NoSubj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
349,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
350,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
351,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
352,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
353,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
354,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
355,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
356,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
357,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
358,Active,Sg,Subj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,NoAux
359,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
360,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
361,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
362,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
363,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
364,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
365,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
366,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
367,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
368,Active,Sg,Subj,Nonreflexive,FALSE,Impf,SpatAdv,late,NoRelCl,NoAux
369,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
370,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
371,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
372,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
373,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
374,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
375,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
376,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
377,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
378,Passive,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
379,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
380,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
381,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
382,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
383,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
384,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
385,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
386,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
387,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
388,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
389,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
390,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
391,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
392,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
393,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
394,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
395,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
396,Active,Pl,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
397,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
398,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
399,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
400,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
401,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
402,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
403,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
404,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
405,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
406,Active,Pl,NoSubj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
407,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
408,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
409,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
410,Passive,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
411,Passive,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
412,Active,Sg,Subj,Reflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
413,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
414,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
415,Active,Sg,Subj,Nonreflexive,FALSE,Impf,SpatAdv,late,RelCl,Aux
416,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
417,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,NoAux
418,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
419,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
420,Active,Pl,Subj,Nonreflexive,FALSE,Impf,SpatAdv,late,RelCl,NoAux
421,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
422,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
423,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
424,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
425,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
426,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
427,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
428,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,NoAux
429,Active,Pl,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
430,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,RelCl,Aux
431,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
432,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
433,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
434,Active,Pl,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
435,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
436,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
437,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
438,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
439,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
440,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
441,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,SpatAdv,late,RelCl,Aux
442,Active,Sg,Subj,Reflexive,FALSE,Pf,SpatAdv,late,RelCl,Aux
443,Passive,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
444,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
445,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
446,Active,Sg,Subj,Reflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
447,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
448,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
449,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
450,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
451,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
452,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
453,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
454,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
455,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
456,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
457,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
458,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
459,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
460,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
461,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
462,Active,Pl,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
463,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
464,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
465,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
466,Passive,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
467,Passive,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
